File Name,Code Snippet
s394148632.java,"class Main{
    public static void main(String[] a){
	for(int i=1; i<=9; i++){
for(int j=1; j<=9; j++){
System.out.println(i+""x""+j+""=""+(i*j));
}
}
    }
}"
s394462049.java,"class Main {
	public static void main(String[] a){
		for(int i=1; i<10; i++){
			for(int j=1; j<10; j++){
				System.out.println(i+""x""+j+""=""+i*j);
			}
		}
	}
}"
s395154140.java,"class Main {
	public static void main(String[] args) {
		for(int i=1;i<=9;i++) {
			for(int j=1;j<=9;j++) {
				System.out.println(""""+i+""x""+j+""=""+(i*j));
			}
		}
	}
}"
s395637096.java,"class Main{
    public static void main(String[] args){
	for(int i = 1 ; i<=9; i++){
	    for(int j = 1; j <=9; j++){
		System.out.println(i+""x""+j+""=""+(i*j));
	    }
	}
    }
}
"
s395745695.java,"public class Main {
    public static void main(String args[]) {
        StringBuilder sb = new StringBuilder();
        
        
        for(int i = 1; i <= 9; i++) {
            for(int j = 1; j <= 9; j++) {
                System.out.println(i+""x""+j+""=""+(i*j));
            }
        }
    }
}"
s396077783.java,"public class Main{public static void main(String[]a){int i=0,j;for(;i<9;){for(i++,j=0;j<9;){System.out.println(i+""x""+ ++j+""=""+i*j);}}}}"
s397233337.java,"class Main {
	public static void main(String[] args) {
		for (int i = 1; i <= 9; i++)
			for (int j = 1; j <= 9; j++)
				System.out.println(i + ""x"" + j + ""="" + (i * j));
	}
}"
s397811863.java,"class P_0001 {

  public static void main(String[] args) {
    int n = 9;

    for (int i = 1; i <= n; i++){
      for (int j = 1; j <= n; j++){
        System.out.println(i + ""x"" + j + ""="" + i * j);
      }
    }

  }

}"
s398164194.java,"class Main{
    public static void main(String[] a){
	for(int i=1;i<=9;i++){
			for(int p=1;p<=9;p++){
				System.out.println(i+""x""+p+""=""+p*i);
			}
		}

    }
}"
s399452809.java,"class Main{
    public static void main(String[] a){
        int i,j;
        for(i = 0;i < 9;i++){
            for(j = 0;j < 9;j++){
                System.out.println(i + ""??"" + j + ""="" + i*j);
            }
        }
    }
}"
s399612415.java,"class Main{
	public static void main(String[] a){
		int last = 10;
		for (int i = 1; i < last; i++) {
			if (i <= 2 || (last-i) <= 2) {
				System.out.println(i + ""x"" + i + ""="" + (i * i));
			} else if (i<=3 || (last-i)<=3){
				System.out.println(""."");
			}
		}
	}
}"
s400635707.java,"public class Main {

	public static void main(String[] args) {
		for(int i=1; i<=9; i++){
			for(int j=1; j<=9; j++){
				System.out.println(i + ""x"" + j + ""="" + (i*j));
			}
		}
	}

}"
s400684579.java,"
public class Main {

	public static void main(String[] args) {

		for(int i = 1; i < 10; i++) {
			for(int j = 1; j < 10; j++) {
				System.out.println(i+""??""+j+""=""+i*j);
			}
		}
	}

}"
s400739803.java,"#define For 


For GNU C++
#include <iostream>
using namespace std;
int main()
{
    int a,b;
    cin >> a >> b;
    cout << a+b << endl;
    return 0;
}

For GNU C
#include <stdio.h>
int main()
{
    int a,b;
    scanf(""%d %d"",&a, &b);
    printf(""%d"",a+b);
    return 0;
}â

For Java
import java.io.*;
import java.util.*;
public class Main
{
    public static void main(String args[]) throws Exception
    {
        Scanner cin=new Scanner(System.in);
        int a=cin.nextInt(),b=cin.nextInt();
        System.out.println(a+b);
    }
}"
s400979996.java,"package sample;


public class Main {
	public static void main(String[] a){
		for(int i=1;i<=9;i++){
			for(int j=1;j<=9;j++){
				System.out.println(i+""x""+j+""=""+i*j);
			}
		}
	}
}"
s402050335.java,"
public class main {

	/**
	 * @param args
	 */
	public static void main(String[] args) {
		// TODO 自動生成されたメソッド・スタブ
		int i,j;
		for(i=1;i<10;i++){
			for(j=1;j<10;j++){
				System.out.println(i + ""x"" +  j +  ""="" + i*j);
				
			}
		}
	}

}"
s403289166.java,"class Main{
    public static void main(String[] a){
for(int i=1;i<10;i++){
for(int j=0;j<10;j++){
out.println(i""*""j""=""i*j);
}
}

    }
}"
s403703389.java,"
public class Main {
	public static void main(String[]args){
	
		for(int i=1; i<10; i++ ){
			for(int j=1;j<10;j++){
				System.out.println(i+""x""+j+""=""+i*j);
	}
	}
}
}"
s404280734.java,"import java.util.stream.*;
class Main {
  public static void main(String[] args) {
    IntStream.range(1, 9)
      .forEach(i -> {
        IntStream.range(1, 9)
          .forEach(j -> {
            System.out.println(i + ""x"" + j + ""="" + (i * j));
          });
      });
  }
}"
s404437770.java,"public class QQ {

    private final int MaxNumber = 9;
    private static QQ instance = new QQ();

    private QQ() {

    }

    public static QQ getInstance() {
        return instance;
    }
    public boolean Run() {
        for (int i = 1; i <= MaxNumber; ++i) {
            for (int j = 1; j <= MaxNumber; ++j) {
                if (MaxNumber < i || MaxNumber < j) {
                    return false;
                }
                printQQ(i, j);
            }
        }

        return true;
    }

    private void printQQ(int left, int right) {
        System.out.println(String.format(""%dx%d=%d"", left, right, left * right));
    }

    public static void main(String[] args) {
        QQ.getInstance().Run();
    }
}"
s404535827.java,"public class Main {
	public static void main(String[] a){
		for(int i=1;i<=9;i++){
			for(int j=1;j<=9;j++){
				System.out.println(i+""x""+j+""=""+i*j);
			}
		}
	}

}"
s405258455.java,"class Main{
    public static void main(String[] a){
    
    int[] x = new int[9];
    int x[] = {1,2,3,4,5,6,7,8,9};
    int[] y = new int[9];
    int y[] = {1,2,3,4,5,6,7,8,9};
??????for(int i=0;i<10;i++){
     for(int j=0;j<10;j++){
       System.out.println{x[i]+""x""+y[j]+""=""+x[i]*y[j]};
     }
    }
   }
  }"
s405752780.java,"class main {
	public static void main (String[] a) {
		for (int i = 1; i < 100; i++) {
			for (int j = 1; j < 100; j++) {
				System.out.println(i+""x""+j+""=""+i*j);
			}
		}
	}
}"
s406668105.java,"import java.io.BufferedReader;
import java.io.IOException;
import java.io.InputStream;
import java.io.InputStreamReader;
import java.io.PrintWriter;
import java.util.Scanner;
import java.util.StringTokenizer;

public class Main {
  static InputReader in;
  static PrintWriter out;
  
  static class Solution {
    void solve() throws IOException {
      for (int i = 1; i <= 9; i++) {
        for (int j = 1; j <=9; j++) {
          out.println(i + ""x"" + j + ""="" + i*j);
        }
      }
//      End solve()
    }
//    End Solution
}


  public static void main(String[] args) throws IOException {
    in = new InputReader(System.in);
    out = new PrintWriter(System.out);
    Solution solver = new Solution();
    solver.solve();
    out.close();
}


  static class InputReader {
    public BufferedReader br;
    public StringTokenizer st;

    public InputReader(InputStream stream) {
      br = new BufferedReader(new InputStreamReader(stream));
    }

    public int nextInt() throws IOException {
      while (st == null || !st.hasMoreTokens()) {
        st = new StringTokenizer(br.readLine());
      }
      return Integer.parseInt(st.nextToken());
    }

    public long nextLong() throws IOException {
      while (st == null || !st.hasMoreTokens()) {
        st = new StringTokenizer(br.readLine());
      }
      return Long.parseLong(st.nextToken());
    }

    public String next() throws IOException {
      while (st == null || !st.hasMoreTokens()) {
        st = new StringTokenizer(br.readLine());
      }
      return st.nextToken();
    }

    public double nextDouble() throws IOException {
      while (st == null || !st.hasMoreTokens()) {
        st = new StringTokenizer(br.readLine());
      }
      return Double.parseDouble(st.nextToken());
    }

  }

}"
s406853164.java," public static void main(String args[] )
	   {
	      int n, c;
	 for ( n = 1 ; n <= 9 ; n++ ){
	      for ( c = 1 ; c <= 9 ; c++ )
	         System.out.println(n+""*""+c+"" = ""+(n*c));
	   }
	}"
s406991048.java,"class Main{
    public static void main(String[] a){
for(int i=1;i<10;i++){
	for(int j=1;j<10;j++){
	System.out.println(i+""x""+j+""=""+i*j);
}
}
}
    }
}"
s407121555.java,"class Main {
	public static void main(String[] a) {

		for(int i =1; i<10; ++i){
			for(int j = 1; j<10; ++j){

				System.out.println(i + ""x"" + j + ""="" + i * j);
			}		}
	}
}"
s407342785.java,"class Main{
    public static void main(String[] a){
        for(int i=1;i<10;i++){
            for(int j=1;j<10;j++){
                System.out.println(i+""*""+j+""=""i*j);
            }
        }
    }
}"
s407523894.java,"class Main{
    public static void main(String[] a){

    }
}"
s408521249.java,"public class Main {
	public static void main(String[] args) {
		int i,k;
		for(i=1;i<=9;i++){
			for(k=1;k<=9;k++){
				int ans;
				ans=i*k;
				System.out.println(i+""x""+k+""=""+ans);
				
			}
		}
	}

}"
s408771794.java,"class Main{
  public static void main(String [] args){
    for (int i = 1; i < 10; i++){
      for (int j = 1; j < 10; j++){    
        System.out.println(i + ""x"" + j + ""="" + i * j);
      }
    }
  }
}"
s409161636.java,"public class Main {
	public static void main(String[] args){
		for(int i=1;i<10;++i)for(int j=1;j<10;++j)System.out.println(i+""x""+j+""=""+i*j);
	}
}"
s409499086.java,"class Main
{
    public static void main(String[] a)
        {
            for (int i = 1; i <= 9; i++){
                for (int j = 1; j <= 9; j++) {
                    System.out.println(i + ""x"" + j + ""="" +  (i * j));
                }
            }
        }
}"
s409962609.java,"class Main {
    private void qq() {
        for (int i = 1; i < 10; i++) {
            for (int j = 1; j < 10; j++) {
                System.out.println(i + ""x"" + j + ""="" + (i * j));
            }
        }
    }

    public static void main(String[] args) {
        (new Main()).qq();
    }
}"
s410119930.java,"/* package whatever; // don't place package name! */

import java.util.*;
import java.lang.*;
import java.io.*;

/* Name of the class has to be ""Main"" only if the class is public. */
class Ideone
{
	public static void main (String[] args) throws java.lang.Exception
	{
		for(int i = 1; i <= 9; i++){
			for(int j = 1; j<=9; j++){
				System.out.println(i + ""x"" + j +""="" + i*j);
			}
		}
	}
}"
s410655409.java,"public class Main {

	public static void main(String[] args) {
		for (int x=1; x<10; x++ ){
			for (int y = 1 ; y < 10 ; y++ ){
			System.out.println(x + ""×"" + y +""="" + x*y );
	}
		}
	}
}"
s411119403.java,"class Main{
    public static void main(string[] a){
	int i,j;
	for(i=1;i<10;i++){
	    for(j=1;j<10;j+){
		System.out.print(i);
		System.out.print(""x"");
		System.out.print(j);
		System.out.print(""="");
		System.out.println(i*j);
	    }
	}
    }
}"
s411589247.java,"class Main{
    public static void main(String[] a){
        		for(int i = 1; i <= 9; i++){
			for(int j = 1; j<= 9; j++){
				System.out.println(i+""x""+j+""=""+ i*j);
			}
		}
    }
}"
s411592191.java,"public class Main {
	public static void main(String[] args) {
		for (int i = 1; i <= 9; i++)
			for (int j = 1; j <= 9; j++)
				System.out.println(i + ""x"" + j + ""="" + (i * j));
	}
}"
s412110902.java,"class Main {
    public static void main( String[] args ) {
		for( int i = 1; i <= 9; i++ )
			for( int j = 1; j <= 9; j++ )
				System.out.println( i + ""x"" + j + ""="" + i * j );
    }
}"
s412433989.java,"public class Main {
	public static void main(String[] args){
		for(int i = 1; i <10; i++){
			for(int j = 1; j < 10; j++){
				System.out.println( i+ ""?? ""+ j + ""="" + i*j);
			}
		}
	}
}"
s412547423.java,"public class Main{
	public static void main(String[] args){
		for(int i=1;i<=9;i++){
			for(int j=1;j<=9;j++){
				System.out.println(i+""x""+j+""=""+i*j);
			}
		}
	}
}"
s412844447.java,"public class Main {
	public static void main(String[] args) {
		for (int i = 1; i < 10; i++) {
			for (int j = 1; j < 10; j++) {
				System.out.println(i + ""x"" + j + ""="" + (i*j));
			}
		}
	}
}"
s413745393.java,"public class Main {
    public static void main(String[] args) throws Exception {
        // Your code here!
        for( int i = 1; i <= 9; i++ ) {
            for( int j = 1; j <= 9; j++ ) {
                System.out.println( String.format(""%dx%d=%d"", i, j , i * j) );
            }
        }
    }
}

"
s413820953.java,"class Main{
	public static void main(String[] a){
		for(int i=1;i<10;i++){
			for (int j=1;j<10;j++){
				System.out.println(i+""x""+j+""=""+(i*j));
			}
		}
	}
}"
s413977877.java,"class Main {
	public static void main(String[] args) {
    	for(int i = 1; i <= 9; i++) {
    		for(int j = 1; j <= 9; j++) {
    			System.out.println(i + ""x"" + j + ""="" + i * j);
    		}
    	}
    }
}"
s414085775.java,"public class QQ{
  public static void main(String[] args) {
    for(int i=1; i<=9; i++){
      for(int j=1; j<=9; j++){
        int ans = 0;
        ans += (i*j);
        System.out.println(i + "" x "" + j + "" = "" +  ans);
      }
    }
  }
}"
s414665795.java,"public class Main {
    public static void main(String[] args) {
        for (int i = 1;  i <10; i++) {
            for (int j = 1; j < 10; j++) {
                System.out.println(i+""x""+j+""=""+(i*j));
            }
        }
    }
     
}"
s414749948.java,"public class Main {
 
    public static void main(String[] args) {
        for (int i = 1; i < 10; i++) {
            for (int n = 1; n < 10; n++) {
                System.out.println(i + ""x"" + n + ""="" + (i * n));
            }
        }
    }
}"
s415075656.java,"public static void main(String[] args) {
		int ans=0;
		for(int i=1;i<=9;i++){
			for(int j=1;j<=9;j++){
				ans=i*j;
				System.out.println(i+""x""+j+""=""+ans);
			}
		}
	}"
s415121965.java,"public class Main{
    public static void main(String[] args){       
        for(int a=1;a<10;a++){
            for(int b=1;b<10;b++){
                
                System.out.println(a+""x""+b+""=""+a*b);
            }
        }
 }
}
"
s415167693.java,"class Main{
    public static void main(String[] a){
	int a,i;
        for (a = 1; a < 10; a++){
        for (i = 1; i < 10; i++){
        system.out.printf(""%dx%d=%d\n"",a,i,i*a);
      }
    }   
  }
}"
s416810927.java,"class Main{
    public static void main(String[] args){
        for(i = 1; i < 10; i++){
            Systemout.println(i + ""x"" + i + ""="" + (i*i));
        }g  
    }
}"
s417279356.java,"class Main{
    public static void main(String[] a){

		for (int i = 1; i < 10; i++) {
			for (int j = 1; j < 10; j++) {
				System.out.println(i + ""x"" + j + ""="" + i*j);				
			}
		}

    }
}"
s417497819.java,"
/*
 * ??\?????????????????¨?¨???§????????????????????????????????????????????°?????????????????????????????????
 * ??????¨?????????£?????????????°?????????? x ????????¨???????????¨???
 */
public class Main{
	
	public static void main(String[] args){
		qq(9);
	}
	
	static void qq(int n) {
		for(int i = 1; i <= n; i++) {
			for(int j = 1; j <= n; j++) {
				int result = i * j;
				System.out.println(i + ""x"" + j + ""="" + result);
			}
		}
	}
}"
s418249975.java,"public static void main(String args[]) 
     {
 
         for( int i=1; i<=9; i++ ) {
        for( int j=1; j<=9; j++ ) {
             System.out.print(i*j + "" "");
         }
}
}"
s418682949.java,"class Main{public static void main(String[]s){int i,j;for(i=1;i<10;i++)for(j=1;j<10;)System.out.println(i+""x""+j+""=""+i*j++);}}"
s419225951.java,"package qq;

public class QQ {

	public static void main(String[] args) {

		for(int i = 1; i < 10; i++){
			for(int j = 1; j < 10; j++){
				System.out.println(i + ""x"" + j + ""="" + (i*j));
			}
		}
	}

}"
s419351196.java,"package Volume0;

public class Main0000 {

	public static void main(String[] args) {
		for(int i = 1; i < 10; i++){
			for(int j = 1; j < 10; j++){
				System.out.printf(""%dx%d=%d\n"",i,j,i*j);
			}
		}
	}

}"
s419730274.java,"class Main{
	public static void main(String[] args){
		for(int i=0;i<9;i++){
			for(int j=0;j<9;j++){
				System.out.printf(""%d×%d=%d"",i,j,i*j);
			}
		}
	}
}
"
s420390065.java,"public class Main
{
	public static void main(String args[])
	{
		for(int i=1; i<10; i++)
			for(int k=1; k<10; k++)
				System.out.println(i + ""x"" + k + ""="" +i*k);
	}
}"
s420454303.java,"class Main{
	public static void main(String[] args){
		for( int i=1; i<10; i++ ){
			for( int j=1; j<10; j++ ){
					System.out.println(i+""x""+j+""=""+i*j);
			}
		}
	}
}"
s420743569.java,"class Main{
    public static void main(String[] a){
    
        for(int i = 1; i < 10; i++){
            for(int j = 1; j < 10; j++){
                System.out.println(i + ""x"" + j + ""="" + i * j);
            }
        }
    }
}
"
s421718004.java,"public class Main {
	public static void main(String[] args) {
		for (int i = 1; i <= 9; i++){
			for (int j = 1; j <= 9; j++){
				System.out.println(i + ""x"" + j + ""="" + (i * j));
			}
		}
	}
}"
s423051630.java,"class Main{
    public static void main(String[] args){
        int i, j;

        for(i = 1, i < 10; i++){
            for(j = 1; j < 10; j++)
                System.out.println(i+""*""+j+""=""+i*j);
        }
    }
}"
s423167090.java,"class Main{
    public static void main(String[] a){
int d;
for(int b = 0;b < 10;b++){
for(int y = 0;y < 10;y++){
d=b*y;
System.out.print(b + ""x"" + y + ""="" + d);
            }
        }

    }
}"
s423681147.java,"public class Main{
	public static void main(String args[]){
		for(int i=1;i<10;i++){
			for(int j=1;j<10;j++){
				int mlt = i * j;
				System.out.println(i+""x""+j+""=""+mlt);
			}
		}
	}
}"
s423863909.java,"class Main{
    public static void main(String[] a){
        for(int j=1;j<=9;j++){
            for(int i=1;i<=9;i++){
                System.out.println(""""+j+""x""+i+""=""+j*i);
            }
        }
    }
}"
s424093660.java,"public class Main{
  public static void main(String[] args) {
    for(int i=1; i<=9; i++){
      for(int j=1; j<=9; j++){
        int ans = 0;
        ans += (i*j);
        System.out.println(i + ""x"" + j + ""="" +  ans);
      }
    }
  }
}"
s424727721.java,"import java.util.ArrayList;
public class Main{
	public static void main(String args[]){
		ArrayList<Integer> a=new <Integer>ArrayList();
		for(int i=1;i<=9;i++){
			for(int j=1;j<=9;j++){
				System.out.printf(""%dx%d=%d\n"",i,j,i*j);
			}
		}
		
	}
}"
s425621655.java,"class Main{
   public static void main(String[] args){
      int x,y,z;
   for(x=1; x<=9; x++){
    for(y=1; x<=9; y++){
   z=x*y;
   System.out.println(x+""x""+y+""=""+z);
   }
   }
}
}"
s425684997.java,"class Main{
    public static void main(String[] a){
    	for(int i=1; i<=9; i++){
    		for(int j=1; j<=9; j++){
    			System.out.println(i+""x""+j+""=""+i*j);
    		}
    	}
    }"
s425942592.java,"class Main{
public static void main(String[] a){
for(int x = 1; x <= 9; x++){
for(int y = 1; y <= 9; y++){
System.out.print(x * y);
}
}
}
}"
s426148852.java,"public class Main {
	public static void main(String[] args) {
		for(int i = 0; i < 9; i++){
			for(int j = 0; j < 9; j++){
				System.out.println(i + ""+"" + j);
			}
		}
	}
}"
s426466927.java,"class Main {
public static void main(String[] args) throws Exception {
for(int i = 1; i < 10; i++) {
for(int j = 1; j < 10; j++) {
int k = i * j;
System.out.println(i + ""x"" + j + ""="" + i * j);
}
System.out.println("""");
}
}
}"
s426563013.java,"import java.util.Scanner;


public class Pa {


	public static void main(String[] args) {
		int i,j;
		for(i=1;i<10;i++){
			for(j=1;j<10;j++){
				System.out.println(i+""x""+j+""=""+i*j);
			}
		}
		
					
		}
	

}"
s427566405.java,"package pkj0329;

import java.io.BufferedReader;
import java.io.InputStreamReader;

public class Dice {

	public static void main(String[] args) throws Exception
	{
			int nT = 1;

				int nN = 5;
		int nW = 4,nB = 6,nE = 3;
				int nS = 2;

		int nSumDice = nN + nS + nE + nW + nB;

		String str;
		BufferedReader br = new BufferedReader(new InputStreamReader(System.in) );

		while( (str = br.readLine() ) != null)
		{
			if(str.equalsIgnoreCase(""E"") )
			{
				nW = nB;
				nB = nE;
				nE = 21 - nSumDice;
			}
			else if(str.equalsIgnoreCase(""W"") )
			{
				nE = nB;
				nB = nW;
				nW = 21 - nSumDice;
			}
			else if(str.equalsIgnoreCase(""S"") )
			{
				nN = nB;
				nB = nS;
				nS = 21 - nSumDice;
			}
			else if(str.equalsIgnoreCase(""N"") )
			{
				nS = nB;
				nB = nN;
				nN = 21 - nSumDice;
			}
			else break;

			nSumDice = nN + nS + nE + nW + nB;

			nT = 21 - nSumDice;

			System.out.printf(""%3d\n"",nN);
			System.out.printf(""%d %d %d\n"",nW,nB,nE);
			System.out.printf(""%3d\n"",nS);
		}

	}
}"
s427704378.java,"public static void main(String[] args) {
		int i,j;
		for(i=1;i<10;i++){
			for(j=1;j<10;j++){
				System.out.println(i+""x""+j+""=""+i*j);
			}
		}
		
					
		}
	"
s428163085.java,"import java.util.*;

public class Main {
    public static void main(String[] args){
        //ArrayList<Integer> array = new ArrayList<Integer>();
        //Scanner sc = new Scanner(System.in);
        for(int i=1; i<10; i++){
            for(int j=1; j<10; j++){
                System.out.println(i + ""x"" + j + ""="" + (i*j));
            }
        }
    }
}

"
s429015822.java,"import java.util.stream.*;
class Main {
  public static void main(String[] args) {
    IntStream.rangeClosed(1, 9)
      .forEach(i -> IntStream.rangeClosed(1, 9)
                      .forEach(j -> System.out.println(i + ""x"" + j + ""="" + i * j))
      );
  }
}"
s429026537.java,"public class Problem1{

public static void main(String args[]){

for(int i=1; i<=9; i++){
System.out.println(i+""x""+i+""=""+(i*i));
}

}

}"
s429259174.java,"public class QQ {

	public static void main(String[] args) {
		 for(int a=1;a<=9;a++){
	            for(int b=1;b<=9;b++){
	                System.out.println(a+""??""+b+""=""+a*b);
	            }
	        }

	}

}"
s429546979.java,"public class Main {

  public static void main ()
  {
    for (int i = 1;i < 10 ; i++ ) {
      for (int j = 1;j< 10 ;j++ ) {
        System.out.format(i+""x""+j+""=""+i*j);
      }
      
    }
  }
}"
s430700244.java,"class q0{
    public static void main(String[] args){
    int i, j;
    for(i=1; i<9; i++){
    	for(j=1; j<10; j++){
    	System.out.print(i);
    	System.out.print(""x"");
    	System.out.print(j);
    	System.out.print(""="");
    	System.out.println(i*j);
    	}
	}
	}
}"
s431358135.java,"class Main{
 public static void main(String args[]){
  for(int i=1;i<10;i++){
   for(int j=1;j<10;j++){
    System.out.println(i+""x""+j+""=""+i*j);
   }
  }
 }
}"
s431409762.java,"public class Main {
    public static void main(String[] a) {
        for (int i = 1; i < 10; i++) {
            for (int j = 1; j < 10; j++) {
                System.out.println(i + ""x"" + j + ""="" + i * j);
            }
        }
    }
}
"
s431796993.java,"public class Main {
	public static void main(String[] args) {
		for (int i = 1; i <= 9; i++) {
			for (int j = 1; j <= 9; j++) {
				System.out.println(i + ""x"" + j + ""="" + i * j);
			}
		}
	}
}"
s432394609.java,"public class Main {
    public static void main(String []args){
        for(int i = 1 ; i <= 9 ; i++){
            for(int j = 1 ; j <= 9 ; j++){
                System.out.println(i + ""x"" + j + ""="" + i*j);
            }
        }
    }
}"
s432835797.java,"public class Main {

	/**
	 * @param args
	 */
	public static void main(String[] args) {
		// TODO Auto-generated method stub
		for(int i=0; i<10-1; i++) {
			System.out.print((i+1)+""x""+(i+1)+""=""+((i+1)*(i+1)));
			if(i!=9){
				System.out.println();
			}
		}

	}

}"
s434269319.java,"import java.util.Scanner;

public class Main {
    public static void main(String[] args) {
        try (Scanner in = new Scanner(System.in)) {
            solve(in);
        }
    }

    private static void solve(Scanner in) {
        for (int i = 1; i <= 9; i++) {
            for (int j = 1; j <= 9; j++) {
                System.out.println(i + ""x"" + j + ""="" + i * j);
            }
        }
    }
    /*
     * 1x1=1 1x2=2 . . 9x8=72 9x9=81
     */
}"
s434415863.java,"class Main{
	public static void main(String[] args){
	
	for(int i=1; i<=9 ; i++){
		for(int j=1; j<9; j++ ){
			System.out.println(i + ""x"" + j +""="" + i*j);
		}
	}
	}
}"
s434825457.java,"public class Main{static{int i=1,j;for(;i<=9;i++)for(j=1;j<=9;)System.out.println(i+""x""+j+""=""+i*j++);System.exit(0);}}"
s434851194.java,"public class Main {
 
    public static void main(String[] args) {
        for(int i =1;i<10;i++){
         for(int k=1;k<10;k++){
             System.out.println(i+""x""+ k +""=""+(i*k));
         }
        }
 
 }
}"
s435360338.java,"
public class coba {
public static void main (String[]a){
for(int i = 1 ; i<=9 ; i++){
for(int j = 1 ; i<=9 ; i++){
System.out.print(i + ""x"" +j +""="" + i*j);
}
System.out.println();
}
}
}"
s435553866.java,"
public class Main {

	public static void main(String[] args) {
		// TODO ?????????????????????????????????????????????
for(int i=1;i<=9;i++){
	for(int j=1;j<=9;j++){
		System.out.printf(""%dx%d=%d\n"",i,j,i*j);
	}	
}
	}

}"
s435562957.java,"class Main {
    public static void main???String [] a???{
        int sum = 0;
        for (int i = 1; i < n; i++) {
            if (i % 3  == 0 || i % 5 == 0) {
               sum += i;
            }
        }
        return sum;
    }
}"
s435804355.java,"for(var i=1; i < 10; i++){
for(var j=1; j < 10; j++){
console.log(""%dx%d=%d\n"",i,j,i*j)
}
}"
s435899229.java,"class Main{
    public static void main(String[] args){
        for (int i = 1; i <= 9; i++) {
			for (int j = 1; j <= 9; j++) {
				System.out.println(i + ""??"" + j + ""="" + (i * j));
			}
		}

    }
}"
s436370377.java,"public class Main {
	public static void main(String[] args) {
		for(int x=1;x<=9;x++){
			for(int y=1;y<=9;y++){
				System.out.printf(""%dx%d=%d\n"",x,y,x*y);
			}
		}
	}
}"
s436470756.java,"public class Main {
    public static void main(String[] args) {
	for(int i=1; i<=9; i++) {
	    for(int j=1; j<=9; j++) {
		System.out.println(i+""x""+j+""=""+i*j);
	    }
	}
    }
}"
s436565380.java,"public class Main {
	public static void main (String[] args){

		for(int i = 1; i <10; i++){
			for(int j=1; j<10; j++){
				System.out.println(i+""x""+j+""=""+(i*j));
			}
			
		}
		
		
	
		
	}
}"
s436685957.java,"public class Main{  
  public static void main(String[] args){
    for (int x = 1; x <= 9; x++) {
      for (int y = 1; y <= 9; y++) {
        System.out.println(x + ""x"" + y +""="" + x*y);
      }
    }
  } 
}  "
s436782701.java,"
public class Main {

    public static void main(String[] args) {

        //input
//         Scanner sc = new Scanner(System.in).useDelimiter(System.getProperty(""line.separator""));
//         int N = sc.nextInt();

    	for(int i=1;i<10;i++){
    		for(int j=1;j<10;j++){
            	System.out.println(i + ""*"" + j + ""="" + i*j);
    		}
    	}
    }
}"
s436927179.java,"public class Main {
	public static void main(String[] args) {
		for (int i = 1; i < 10; i++) {
			for (int j = 1; j < 10; j++) {
				System.out.println(String.format(""%d??%d=%d"", i, j, i * j));
			}
		}
	}
}"
s437217088.java,"class Main{
   public static void main(String[] args){
      int x,y,z;
   for(x=0; x<=9; ++x){
    for(y=0; x<=9; ++y){
   z=x*y;
   System.out.println(x+""x""+y+""=""+z);
   }
   }
}
}"
s437539646.java,"class Main{
    public static void main(String[] a){
    	for(int i = 1; i < 10; i++){
    		for(int j = 1; j < 10; j++){
    			System.out.print(i);
    			System.out.print(""x"");
    			System.out.print(j);
    			System.out.print(""="");
    			System.out.println(i*j);
    		}
    	}
    }
}"
s438521490.java,"public class V0P0000 {
	public static void main(String[] args) {
		for(int i = 0; i < 10; ++i) {
			for(int j = 0; j < 10; ++j) {
				System.out.printf(""%dx%d=%d\n"", i, j, i*j);
			}
		}
	}
}"
s439120302.java,"class Main{
    public static void main(String args[]){
        for(int i = 1;i < 10;i++){
            for(int j = 1;j < 10;j++){
                int k = i*j;
                System.out.println(i+""x""+j+""=""+k);
            }
        }
    }
]"
s439180786.java,"class Main{
    public static void main(String[] a){
    	System.out.println(""1×1=1"");
    	System.out.println(""2×2=4"");
    	System.out.println(""3×3=9"");
    	System.out.println(""4×4=16"");
    	System.out.println(""5×5=25"");
    	System.out.println(""6×6=36"");
    	System.out.println(""7×7=49"");
    	System.out.println(""8×8=64"");
    	System.out.println(""9×9=81"");
    }
}"
s440441854.java,"class Main
{
	public static void main (String[] args)
	{
		int d;
		for(int i=1;i<=9;i++)
		{
			for(int j=1;j<=9;j++)
			{
				d = i*j;
				System.out.println(i+"" x ""+j+"" = ""+d);	
			}
		}
	}
}"
s441486828.java,"
class QQ{
public static void main(String[] a){
 for(int i=1; i<=9; i++ ) {
	 for( int n=1; n<=9; n++ ){

		 System.out.println(i + ""??""+ n + ""="" + i*n  + "" "");
		 }
        System.out.println();
 }


   }
}"
s441499103.java,"class Main{public static void main(String[]s){for(int i=10;++i<100;)System.out.printf(i%10>0?i/10+""x%d=%d\n"":"""",i%10,i/10*(i%10));}}"
s441683642.java,"class Main{
    public static void main(String[] a){

    for (int i = 1; i <= 9; i++){
       for (int j = 1; j <= 9; j++){
          int a = i * j;
          System.out.prinltn(i + ""x"" + j + ""="" a)
       }
    }
    }
}"
s441897168.java,"public class Main{
    public static void main(String[] args){
        for (int i = 1; i <= 9; i++){
            for (int j = 1; j <= 9; j++){
                System.out.println(i+""x""+j+""=""i*j);
            }
        }
    }
}"
s442318759.java,"class Main{
    public static void main(String[] a){
    	int i,n;
    	
    	for(i = 1;i < 10;i++){
    		for(n = 1;n < 10;n++){
    			System.out.println(i + ""*"" + n + ""="" + n*i);
    		}
    	}
    }
}"
