submission_id,user_id,date,language,original_language,filename_ext,status,cpu_time,memory,code_size,accuracy
s285861458,u995780824,1319812047,Java,JAVA,java,Accepted,40,9360,216,
s286624020,u048020936,1340958266,Java,JAVA,java,Compile Error,0,0,185,0/1
s286870870,u464358276,1507892146,Java,JAVA,java,Accepted,40,24224,228,1/1
s287798638,u431700612,1387858064,Java,JAVA,java,Compile Error,0,0,167,0/1
s288160970,u011621222,1375346577,Java,JAVA,java,Compile Error,40,0,203,0/1
s288509860,u463125027,1462860343,Java,JAVA,java,Wrong Answer,40,24076,156,0/1
s288958237,u766582426,1334276381,Java,JAVA,java,Compile Error,13520,0,310,0/1
s289179987,u632594605,1495263429,Java,JAVA,java,Accepted,40,23912,172,1/1
s289249718,u931026678,1383188702,Java,JAVA,java,Accepted,40,16856,167,1/1
s289493073,u660498157,1309077264,Java,JAVA,java,Accepted,100,12000,120,
s289629225,u413996626,1309077565,Java,JAVA,java,Runtime Error,0,9200,115,
s290233613,u865272027,1498465944,Java,JAVA,java,Wrong Answer,30,24404,177,0/1
s290756014,u764933614,1429100390,Java,JAVA,java,Runtime Error,0,0,407,0/1
s290881807,u513692669,1465259481,Java,JAVA,java,Wrong Answer,50,24148,175,0/1
s290973115,u529890106,1337298982,Java,JAVA,java,Accepted,40,8832,196,1/1
s291016075,u011621222,1366568785,Java,JAVA,java,Accepted,30,16868,282,1/1
s291142015,u489809100,1430735682,Java,JAVA,java,Compile Error,40,0,192,0/1
s291460035,u976937698,1458216175,Java,JAVA,java,Compile Error,40,0,221,0/1
s291627548,u982989219,1395629523,Java,JAVA,java,Compile Error,50,0,192,0/1
s292698090,u732073438,1502277666,Java,JAVA,java,Accepted,30,24184,194,1/1
s292737138,u785198271,1373030891,Java,JAVA,java,Runtime Error,0,0,168,0/1
s292766295,u513692669,1465259621,Java,JAVA,java,Accepted,30,24092,177,1/1
s294444781,u862731798,1497945521,Java,JAVA,java,Compile Error,0,0,179,0/1
s294934404,u574074302,1496391491,Java,JAVA,java,Accepted,30,24084,410,1/1
s294942323,u067299340,1486958662,Java,JAVA,java,Accepted,40,24020,267,1/1
s295063869,u531014355,1532480360,Java,JAVA,java,Accepted,50,25920,421,1/1
s295091196,u708217907,1409265639,Java,JAVA,java,Accepted,40,16856,491,1/1
s295251343,u943118060,1484141211,Java,JAVA,java,Accepted,40,23880,299,1/1
s295536380,u843222791,1481306237,Java,JAVA,java,Runtime Error,0,0,171,0/1
s295626876,u768801062,1526982119,Java,JAVA,java,Accepted,40,23936,202,1/1
s296201143,u551959902,1475737463,Java,JAVA,java,Compile Error,0,0,251,0/1
s296222398,u493797593,1433225576,Java,JAVA,java,Accepted,40,17000,257,1/1
s297328510,u705416268,1432821347,Java,JAVA,java,Accepted,40,16920,166,1/1
s297533011,u840585308,1594030071,Java,JAVA,java,Accepted,50,24164,255,1/1
s297997515,u746282215,1479026182,Java,JAVA,java,Accepted,60,24968,199,1/1
s298953115,u066571171,1473866011,Java,JAVA,java,Compile Error,0,0,199,0/1
s299539204,u455047048,1443660156,Java,JAVA,java,Compile Error,5760,0,228,0/1
s299624598,u174656551,1500741177,Java,JAVA,java,Compile Error,0,0,184,0/1
s301002196,u549936337,1461121468,Java,JAVA,java,Wrong Answer,40,24304,203,0/1
s301206383,u722206517,1416486772,Java,JAVA,java,Compile Error,60,0,257,0/1
s301374371,u170668497,1486952092,Java,JAVA,java,Runtime Error,0,0,270,0/1
s301854079,u865312527,1348156677,Java,JAVA,java,Wrong Answer,80,11000,353,0/1
s302125804,u790426992,1485782020,Java,JAVA,java,Compile Error,0,0,232,0/1
s302445482,u181008385,1439394391,Java,JAVA,java,Compile Error,10,0,335,0/1
s302655999,u799659775,1443522100,Java,JAVA,java,Runtime Error,0,0,239,0/1
s302822179,u567364068,1478060128,Java,JAVA,java,Accepted,40,24300,170,1/1
s302993698,u793590364,1505968045,Java,JAVA,java,Compile Error,40,0,200,0/1
s303054317,u942404782,1479281121,Java,JAVA,java,Compile Error,0,0,221,0/1
s304295767,u972901560,1440867068,Java,JAVA,java,Compile Error,40,0,175,0/1
s304448909,u043971490,1430575249,Java,JAVA,java,Wrong Answer,30,16856,202,0/1
s305598117,u219229449,1468826677,Java,JAVA,java,Accepted,40,24168,178,1/1
s305865664,u858951032,1509097652,Java,JAVA,java,Wrong Answer,40,23956,186,0/1
s306255982,u552674949,1492500875,Java,JAVA,java,Accepted,40,24140,226,1/1
s306893287,u197786702,1298451705,Java,JAVA,java,Accepted,40,9344,197,
s307073789,u475739353,1497619127,Java,JAVA,java,Accepted,30,24152,213,1/1
s307101283,u032780311,1476433381,Java,JAVA,java,Wrong Answer,30,23952,373,0/1
s307184485,u413996626,1309080904,Java,JAVA,java,Wrong Answer,50,9100,118,
s307721372,u796112608,1481114830,Java,JAVA,java,Accepted,40,24320,215,1/1
s308151747,u804946891,1406215488,Java,JAVA,java,Runtime Error,0,0,503,0/1
s308444908,u489809100,1430736983,Java,JAVA,java,Compile Error,0,0,173,0/1
s308544303,u792386932,1498465136,Java,JAVA,java,Compile Error,10,0,190,0/1
s308593352,u413996626,1309073701,Java,JAVA,java,Runtime Error,0,9188,118,
s308759741,u659896198,1468922354,Java,JAVA,java,Wrong Answer,40,24052,205,0/1
s308789057,u079104535,1325664217,Java,JAVA,java,Compile Error,50,0,237,
s308925480,u011621222,1353151829,Java,JAVA,java,Compile Error,180,0,668,0/1
s309108335,u021233305,1393767371,Java,JAVA,java,Accepted,40,16920,187,1/1
s309433971,u785549935,1485863894,Java,JAVA,java,Accepted,40,24076,247,1/1
s309643498,u009838744,1471479999,Java,JAVA,java,Compile Error,40,0,162,0/1
s310097234,u675844759,1389594388,Java,JAVA,java,Accepted,40,16852,137,1/1
s310815754,u489809100,1430735952,Java,JAVA,java,Compile Error,0,0,195,0/1
s310875308,u490144125,1473812083,Java,JAVA,java,Runtime Error,0,0,197,0/1
s311444498,u048020936,1340958335,Java,JAVA,java,Compile Error,0,0,183,0/1
s311892540,u099684017,1346465714,Java,JAVA,java,Accepted,40,9372,248,1/1
s312139201,u591220608,1494296912,Java,JAVA,java,WA: Presentation Error,50,24260,312,0/1
s313044922,u236978661,1460609821,Java,JAVA,java,Compile Error,60,0,224,0/1
s314528732,u926238961,1371711985,Java,JAVA,java,Wrong Answer,50,18992,188,0/1
s314885150,u170668497,1434871487,Java,JAVA,java,Accepted,40,17056,921,1/1
s315006138,u732485450,1487986995,Java,JAVA,java,Wrong Answer,30,24232,197,0/1
s315712252,u898835403,1459948224,Java,JAVA,java,Accepted,40,24096,233,1/1
s315724999,u203333260,1493201146,Java,JAVA,java,Accepted,40,23964,194,1/1
s315830158,u144815373,1434803042,Java,JAVA,java,Compile Error,20,0,195,0/1
s315963663,u528773839,1429014699,Java,JAVA,java,Runtime Error,0,0,271,0/1
s316345481,u131592835,1400486136,Java,JAVA,java,Accepted,40,16872,449,1/1
s316426731,u442908656,1508145889,Java,JAVA,java,Compile Error,40,0,219,0/1
s316438255,u914531543,1508203644,Java,JAVA,java,Accepted,30,24152,180,1/1
s316696404,u630718233,1477186713,Java,JAVA,java,Compile Error,0,0,219,0/1
s316760085,u388921143,1455804124,Java,JAVA,java,Compile Error,230,0,221,0/1
s316952267,u273268698,1406418380,Java,JAVA,java,Accepted,40,16848,195,1/1
s317192011,u759934006,1368895934,Java,JAVA,java,Accepted,40,17936,317,1/1
s317223033,u911339522,1349189469,Java,JAVA,java,Time Limit Exceeded,19980,10000,215,0/1
s317990604,u334301242,1487066071,Java,JAVA,java,Accepted,30,24296,192,1/1
s318054339,u977493108,1401890106,Java,JAVA,java,Compile Error,40,0,182,0/1
s318806847,u816928455,1470920353,Java,JAVA,java,Accepted,50,24180,212,1/1
s319032392,u926238961,1371712022,Java,JAVA,java,Accepted,50,17928,188,1/1
s319252106,u413996626,1309077931,Java,JAVA,java,Wrong Answer,40,9340,121,
s320611562,u314476624,1469451760,Java,JAVA,java,Accepted,40,24156,163,1/1
s320869452,u955011015,1411112628,Java,JAVA,java,Runtime Error,0,0,185,0/1
s320876521,u220242928,1471413028,Java,JAVA,java,Compile Error,40,0,220,0/1
s320945438,u795001665,1537449187,Java,JAVA,java,Accepted,30,24192,257,1/1
s321024269,u574420836,1402885855,Java,JAVA,java,Compile Error,50,0,177,0/1
s321410271,u068688730,1458291739,Java,JAVA,java,Runtime Error,0,0,201,0/1
s321492780,u616613978,1330179745,Java,JAVA,java,Accepted,40,9128,171,
s321716974,u591220608,1494296516,Java,JAVA,java,WA: Presentation Error,40,24072,290,0/1
s321933818,u528773839,1428849150,Java,JAVA,java,Runtime Error,0,0,206,0/1
s322714608,u214219188,1432202875,Java,JAVA,java,Wrong Answer,40,17048,224,0/1
s322753599,u793590364,1505968226,Java,JAVA,java,Compile Error,40,0,207,0/1
s323998790,u770686467,1344485923,Java,JAVA,java,Compile Error,90,0,140,0/1
s324963409,u872762217,1430297633,Java,JAVA,java,Accepted,40,16948,295,1/1
s326023326,u210967717,1512989428,Java,JAVA,java,Accepted,50,24328,216,1/1
s327016584,u863636787,1471583072,Java,JAVA,java,Wrong Answer,30,24056,230,0/1
s327026844,u017525488,1295093630,Java,JAVA,java,Accepted,40,9372,185,
s327082813,u697759773,1416342945,Java,JAVA,java,Compile Error,40,0,181,0/1
s328023541,u181008385,1439394288,Java,JAVA,java,Compile Error,10,0,244,0/1
s328634569,u449077029,1461687929,Java,JAVA,java,Wrong Answer,40,24072,275,0/1
s329764269,u383876854,1404270501,Java,JAVA,java,Compile Error,20,0,296,0/1
s330825440,u575376654,1509171151,Java,JAVA,java,Accepted,30,23900,221,1/1
s332671713,u529013669,1312614871,Java,JAVA,java,Accepted,40,9340,261,
s332923702,u108639911,1484215862,Java,JAVA,java,Compile Error,20000,0,302,0/1
s333057216,u289245097,1469603935,Java,JAVA,java,Runtime Error,0,0,212,0/1
s333567446,u635534452,1456658892,Java,JAVA,java,Accepted,40,24288,178,1/1
s333668940,u170668497,1486953786,Java,JAVA,java,Accepted,40,24504,235,1/1
s333971664,u766477342,1416910062,Java,JAVA,java,Accepted,40,16852,173,1/1
s335372595,u651825509,1266213969,Java,JAVA,java,Compile Error,40,9368,132,
s335497410,u220242928,1471582267,Java,JAVA,java,Compile Error,60,0,192,0/1
s336545739,u804946891,1406215832,Java,JAVA,java,Wrong Answer,40,16860,285,0/1
s336592773,u026004148,1342283248,Java,JAVA,java,Compile Error,90,0,197,0/1
s337496757,u056417092,1365084582,Java,JAVA,java,Runtime Error,0,0,232,0/1
s338182720,u414003697,1530256194,Java,JAVA,java,Time Limit Exceeded,4150,61268,195,0/1
s338581500,u407273977,1459771465,Java,JAVA,java,Wrong Answer,50,23916,175,0/1
s338737393,u974705817,1476846931,Java,JAVA,java,Accepted,40,24032,193,1/1
s338877114,u759934006,1368896046,Java,JAVA,java,Accepted,40,17012,309,1/1
s339081636,u079104535,1351557152,Java,JAVA,java,Accepted,40,9068,216,1/1
s339108607,u659896198,1468922777,Java,JAVA,java,Accepted,30,24184,204,1/1
s339258151,u025211241,1470703014,Java,JAVA,java,Accepted,30,24128,286,1/1
s339620551,u220242928,1471412782,Java,JAVA,java,Compile Error,50,0,216,0/1
s339853454,u469183706,1499666022,Java,JAVA,java,Wrong Answer,30,24160,294,0/1
s340353971,u409193666,1468670216,Java,JAVA,java,Compile Error,40,0,240,0/1
s340524264,u226079266,1316967586,Java,JAVA,java,Accepted,40,9344,119,
s340867446,u646888701,1478677644,Java,JAVA,java,Compile Error,50,0,223,0/1
s340905004,u199092075,1543396769,Java,JAVA,java,Accepted,30,24088,247,1/1
s341076465,u699160354,1514897173,Java,JAVA,java,Wrong Answer,60,24764,188,0/1
s341351830,u680029215,1509069519,Java,JAVA,java,WA: Presentation Error,50,24032,295,0/1
s341563342,u236679854,1480368897,Java,JAVA,java,Wrong Answer,30,23984,193,0/1
s343135076,u685815919,1338469141,Java,JAVA,java,Accepted,50,9196,172,1/1
s343347808,u884963054,1471413656,Java,JAVA,java,Compile Error,50,0,255,0/1
s345967827,u461341971,1483627627,Java,JAVA,java,Accepted,40,23988,262,1/1
s346225008,u159275816,1560746365,Java,JAVA,java,Accepted,30,23972,275,1/1
s346330764,u765667086,1372101424,Java,JAVA,java,Wrong Answer,40,17004,144,0/1
s347076383,u976937698,1458216378,Java,JAVA,java,Wrong Answer,30,24104,160,0/1
s347394792,u056417092,1365084760,Java,JAVA,java,Accepted,40,17008,234,1/1
s348070904,u311843791,1472626030,Java,JAVA,java,Runtime Error,0,0,184,0/1
s348471939,u079013159,1460534964,Java,JAVA,java,Wrong Answer,30,24088,169,0/1
s349212383,u911339522,1349189707,Java,JAVA,java,Accepted,50,9352,215,1/1
s350137639,u705416268,1432821350,Java,JAVA,java,Accepted,40,16856,166,1/1
s350623459,u219286587,1506517545,Java,JAVA,java,Accepted,50,24196,187,1/1
s351221838,u071427789,1308388647,Java,JAVA,java,Accepted,40,9196,213,
s351420076,u152473418,1421816680,Java,JAVA,java,Compile Error,40,0,285,0/1
s351445433,u011621222,1353095122,Java,JAVA,java,Wrong Answer,40,9332,234,0/1
s351631422,u077582668,1367324753,Java,JAVA,java,Accepted,40,16856,176,1/1
s351985384,u068688730,1458291090,Java,JAVA,java,Runtime Error,0,0,201,0/1
s352364112,u455537418,1504776681,Java,JAVA,java,Compile Error,0,0,197,0/1
s352893374,u011621222,1374476591,Java,JAVA,java,Compile Error,20,0,3216,0/1
s353138418,u543455684,1445780088,Java,JAVA,java,Compile Error,40,0,165,0/1
s353275115,u950635796,1377179187,Java,JAVA,java,Accepted,30,16856,166,1/1
s353800412,u660879425,1335500794,Java,JAVA,java,Runtime Error,0,9100,268,0/1
s354058629,u799659775,1443523911,Java,JAVA,java,Runtime Error,0,0,239,0/1
s354088632,u203887348,1486976354,Java,JAVA,java,Compile Error,140,0,217,0/1
s355036457,u067618537,1484105589,Java,JAVA,java,Accepted,40,24068,227,1/1
s355458666,u965514530,1478613461,Java,JAVA,java,Compile Error,30,0,157,0/1
s355711917,u190753490,1479268411,Java,JAVA,java,Runtime Error,0,0,507,0/1
s355791233,u704982574,1523345046,Java,JAVA,java,Accepted,40,24000,225,1/1
s355922267,u916386151,1463281628,Java,JAVA,java,Accepted,40,24352,178,1/1
s356471160,u528773839,1428841163,Java,JAVA,java,Runtime Error,0,0,204,0/1
s356485856,u811773570,1489643875,Java,JAVA,java,Wrong Answer,40,23904,227,0/1
s357982069,u392875227,1509994469,Java,JAVA,java,Accepted,40,24112,214,1/1
s358023975,u056417092,1365084545,Java,JAVA,java,Runtime Error,0,0,232,0/1
s358123941,u537646413,1450004643,Java,JAVA,java,Compile Error,100,0,201,0/1
s358726581,u524579376,1512699947,Java,JAVA,java,Wrong Answer,40,24336,266,0/1
s359401719,u331888493,1516628506,Java,JAVA,java,Accepted,30,24124,195,1/1
s359820380,u834013451,1403152982,Java,JAVA,java,Accepted,30,16852,197,1/1
s360691563,u104924480,1545804644,Java,JAVA,java,Runtime Error,0,0,238,0/1
s361204929,u636617872,1498729188,Java,JAVA,java,Compile Error,50,0,342,0/1
s362010886,u203284332,1419955610,Java,JAVA,java,Wrong Answer,50,17988,187,0/1
s362346230,u782400744,1498806517,Java,JAVA,java,Compile Error,0,0,170,0/1
s362627348,u464852834,1424419591,Java,JAVA,java,Runtime Error,0,0,207,0/1
s364412935,u011621222,1347785248,Java,JAVA,java,Compile Error,1140,0,3109,0/1
s364788078,u739636574,1329746278,Java,JAVA,java,Compile Error,570,0,179,
s365133119,u660498157,1309079164,Java,JAVA,java,Accepted,90,11000,118,
s365194604,u184989919,1491035085,Java,JAVA,java,Wrong Answer,40,24156,218,0/1
s365218627,u011621222,1413008208,Java,JAVA,java,Runtime Error,0,0,314,0/1
s365609196,u092955744,1574604243,Java,JAVA,java,Accepted,40,24140,188,1/1
s366247890,u162387221,1394090003,Java,JAVA,java,Accepted,30,16852,160,1/1
s366634049,u664115368,1571806844,Java,JAVA,java,Accepted,70,24888,351,1/1
s367360571,u170105607,1487987140,Java,JAVA,java,Wrong Answer,100,30500,481,0/1
s369031703,u972455308,1399032451,Java,JAVA,java,Accepted,40,16856,160,1/1
s369314747,u449732162,1341485240,Java,JAVA,java,Compile Error,160,0,206,0/1
s370065891,u839012335,1373352639,Java,JAVA,java,Accepted,40,16856,202,1/1
s370103362,u352522848,1452786964,Java,JAVA,java,Compile Error,730,0,206,0/1
s370806726,u334500775,1421392283,Java,JAVA,java,Accepted,40,16864,1036,1/1
s371012795,u823395762,1525337273,Java,JAVA,java,Accepted,40,23996,192,1/1
s372060332,u145643522,1381412896,Java,JAVA,java,Accepted,40,16852,205,1/1
s372343434,u247234443,1529294767,Java,JAVA,java,Compile Error,0,0,219,0/1
s372508215,u225206951,1414744321,Java,JAVA,java,Accepted,40,16924,190,1/1
s372852429,u413996626,1306809529,Java,JAVA,java,Accepted,40,9312,173,
s373221012,u787596788,1505967249,Java,JAVA,java,Compile Error,50,0,237,0/1
s374681224,u709118050,1470891307,Java,JAVA,java,Wrong Answer,30,24140,150,0/1
s374863808,u611310199,1495109200,Java,JAVA,java,Accepted,30,24072,256,1/1
s377173381,u580216947,1334038258,Java,JAVA,java,Accepted,40,9416,187,1/1
s377522963,u067299340,1449735923,Java,JAVA,java,Accepted,120,30292,254,1/1
s377720900,u489809100,1430735279,Java,JAVA,java,Wrong Answer,30,16844,187,0/1
s378147544,u846561881,1555048457,Java,JAVA,java,Accepted,30,24228,233,1/1
s380546484,u471771519,1461576801,Java,JAVA,java,Accepted,40,23980,356,1/1
s380919357,u885800757,1555310833,Java,JAVA,java,Accepted,40,24216,270,1/1
s381501895,u594593404,1526811362,Java,JAVA,java,Accepted,40,23944,255,1/1
s381708034,u409193666,1468669329,Java,JAVA,java,Wrong Answer,40,24032,196,0/1
s382037583,u384477692,1499664345,Java,JAVA,java,Compile Error,120,0,311,0/1
s382293375,u068688730,1458291423,Java,JAVA,java,Runtime Error,0,0,197,0/1
s382556282,u823513038,1461907946,Java,JAVA,java,Accepted,30,23872,206,1/1
s383267491,u793590364,1505968205,Java,JAVA,java,Compile Error,40,0,208,0/1
s383512326,u048060093,1366688996,Java,JAVA,java,Accepted,40,17000,227,1/1
s383636786,u122049280,1403488752,Java,JAVA,java,Accepted,40,16848,189,1/1
s383808914,u771424992,1406894058,Java,JAVA,java,Accepted,40,15012,176,1/1
s383813439,u261685620,1511623732,Java,JAVA,java,Accepted,30,24064,220,1/1
s384374641,u210960197,1376280643,Java,JAVA,java,Accepted,50,15016,181,1/1
s385729220,u889289466,1498200622,Java,JAVA,java,Accepted,30,23984,394,1/1
s386131535,u363705260,1435826903,Java,JAVA,java,Accepted,30,16860,192,1/1
s386241528,u728700495,1416143268,Java,JAVA,java,Accepted,40,15012,244,1/1
s386252848,u426210297,1467727885,Java,JAVA,java,Accepted,30,24112,168,1/1
s386314108,u141903539,1504761041,Java,JAVA,java,Wrong Answer,30,24316,188,0/1
s386661108,u170668497,1486952852,Java,JAVA,java,Accepted,40,24156,253,1/1
s386816565,u236978661,1460609730,Java,JAVA,java,Compile Error,60,0,228,0/1
s387184584,u745519209,1313500344,Java,JAVA,java,Runtime Error,0,9260,188,
s387440366,u976937698,1458215888,Java,JAVA,java,Wrong Answer,40,24268,196,0/1
s387888349,u793590364,1505967455,Java,JAVA,java,Compile Error,40,0,189,0/1
s388210626,u490144125,1473811537,Java,JAVA,java,Compile Error,0,0,211,0/1
s388227089,u720191532,1469865577,Java,JAVA,java,Compile Error,100,0,192,0/1
s388379449,u732073438,1502277586,Java,JAVA,java,Wrong Answer,40,24008,186,0/1
s388626668,u676399799,1266214676,Java,JAVA,java,Accepted,40,9368,111,
s388804019,u145643522,1417907480,Java,JAVA,java,Accepted,40,16852,185,1/1
s389035866,u770584923,1451311269,Java,JAVA,java,Compile Error,150,0,97,0/1
s389409090,u579833671,1382784605,Java,JAVA,java,Accepted,40,16852,199,1/1
s389871180,u804933011,1421908536,Java,JAVA,java,Accepted,40,17000,180,1/1
s389975352,u751252207,1466873541,Java,JAVA,java,Runtime Error,0,0,225,0/1
s390083780,u304966377,1360411708,Java,JAVA,java,Accepted,50,17968,241,1/1
s390566460,u912252340,1496119797,Java,JAVA,java,Wrong Answer,20,24084,61,0/1
s390724372,u489809100,1430736427,Java,JAVA,java,Time Limit Exceeded,20000,59912,172,0/1
s391442685,u193339256,1379746698,Java,JAVA,java,Accepted,40,16852,232,1/1
s391548306,u384477692,1499665142,Java,JAVA,java,Compile Error,30,0,274,0/1
s391775417,u503747231,1431414440,Java,JAVA,java,Wrong Answer,40,16836,260,0/1
s392081681,u271426617,1401890763,Java,JAVA,java,Accepted,40,16856,190,1/1
s392802271,u210967717,1512989297,Java,JAVA,java,Compile Error,0,0,237,0/1
s393096552,u277585450,1487276761,Java,JAVA,java,Runtime Error,0,0,661,0/1
s393253018,u041271179,1459269406,Java,JAVA,java,Accepted,40,24096,186,1/1
s393721255,u568857484,1479103362,Java,JAVA,java,Accepted,50,24500,234,1/1
s394148632,u210684432,1400956982,Java,JAVA,java,Accepted,20,15012,154,1/1
s394462049,u525522248,1355020324,Java,JAVA,java,Accepted,40,9240,160,1/1
s395154140,u496767920,1433652925,Java,JAVA,java,Accepted,40,16860,167,1/1
s395637096,u681371370,1552378823,Java,JAVA,java,Accepted,30,24224,177,1/1
s395745695,u067299340,1429154400,Java,JAVA,java,Accepted,40,16860,297,1/1
s396077783,u651825509,1266213855,Java,JAVA,java,Accepted,40,9368,135,
s397233337,u054547908,1390970158,Java,JAVA,java,Accepted,40,16828,175,1/1
s397811863,u814658648,1437797036,Java,JAVA,java,Runtime Error,0,0,221,0/1
s398164194,u738447536,1490711290,Java,JAVA,java,Accepted,30,24140,161,1/1
s399452809,u736256485,1481601633,Java,JAVA,java,Wrong Answer,40,24192,227,0/1
s399612415,u976937698,1458217192,Java,JAVA,java,Wrong Answer,30,24004,267,0/1
s400635707,u758581602,1494412926,Java,JAVA,java,Accepted,40,24200,183,1/1
s400684579,u718658045,1501159874,Java,JAVA,java,Wrong Answer,40,24012,186,0/1
s400739803,u011621222,1321085008,Java,JAVA,java,Compile Error,120,0,544,
s400979996,u311843791,1472626093,Java,JAVA,java,Runtime Error,0,0,181,0/1
s402050335,u865559128,1339942256,Java,JAVA,java,Compile Error,1090,0,270,0/1
s403289166,u215707914,1489320645,Java,JAVA,java,Compile Error,20000,0,137,0/1
s403703389,u343180797,1462256714,Java,JAVA,java,Accepted,40,24224,167,1/1
s404280734,u551456712,1492183589,Java,JAVA,java,Wrong Answer,130,30756,277,0/1
s404437770,u435300817,1495193273,Java,JAVA,java,Compile Error,40,0,731,0/1
s404535827,u379769644,1482295013,Java,JAVA,java,Accepted,30,23940,164,1/1
s405258455,u637673746,1467598465,Java,JAVA,java,Compile Error,40,0,314,0/1
s405752780,u184541002,1351517891,Java,JAVA,java,Runtime Error,0,9168,176,0/1
s406668105,u860843819,1447643695,Java,JAVA,java,Accepted,50,23920,1784,1/1
s406853164,u350267396,1467258732,Java,JAVA,java,Compile Error,0,0,191,0/1
s406991048,u664399482,1402386979,Java,JAVA,java,Compile Error,730,0,151,0/1
s407121555,u016690321,1457532958,Java,JAVA,java,Accepted,40,24152,175,1/1
s407342785,u755268821,1451582180,Java,JAVA,java,Compile Error,12450,0,202,0/1
s407523894,u151643370,1479885814,Java,JAVA,java,Wrong Answer,30,23996,61,0/1
s408521249,u721382238,1401967126,Java,JAVA,java,Accepted,40,16852,202,1/1
s408771794,u984847173,1482792052,Java,JAVA,java,Accepted,40,24240,203,1/1
s409161636,u256940798,1345004582,Java,JAVA,java,Accepted,40,9008,146,1/1
s409499086,u841717645,1335628847,Java,JAVA,java,Accepted,40,9168,265,1/1
s409962609,u355438851,1305636440,Java,JAVA,java,Accepted,40,9336,294,
s410119930,u804933011,1421907825,Java,JAVA,java,Runtime Error,0,0,391,0/1
s410655409,u676100546,1414738551,Java,JAVA,java,Wrong Answer,40,16856,188,0/1
s411119403,u764432488,1335524754,Java,JAVA,java,Compile Error,950,0,246,0/1
s411589247,u787596788,1505967848,Java,JAVA,java,Accepted,40,24020,181,1/1
s411592191,u606597258,1390971487,Java,JAVA,java,Accepted,40,16852,182,1/1
s412110902,u340315059,1366655359,Java,JAVA,java,Accepted,40,16852,185,1/1
s412433989,u672411618,1470703479,Java,JAVA,java,Wrong Answer,40,24168,186,0/1
s412547423,u982302262,1403778135,Java,JAVA,java,Accepted,40,15008,165,1/1
s412844447,u655123631,1403498767,Java,JAVA,java,Accepted,30,16856,193,1/1
s413745393,u448595608,1527948077,Java,JAVA,java,Accepted,60,24712,305,1/1
s413820953,u976937698,1458219020,Java,JAVA,java,Accepted,40,23836,158,1/1
s413977877,u994752138,1448031437,Java,JAVA,java,Accepted,40,23976,202,1/1
s414085775,u093752431,1466603998,Java,JAVA,java,Compile Error,70,0,240,0/1
s414665795,u149188501,1435666928,Java,JAVA,java,Accepted,40,16852,239,1/1
s414749948,u109647551,1512361517,Java,JAVA,java,Accepted,30,24036,245,1/1
s415075656,u821203720,1366900918,Java,JAVA,java,Compile Error,50,0,170,0/1
s415121965,u037562387,1555046717,Java,JAVA,java,Accepted,30,24344,235,1/1
s415167693,u066571171,1473866444,Java,JAVA,java,Compile Error,0,0,202,0/1
s416810927,u543455684,1445780028,Java,JAVA,java,Compile Error,40,0,167,0/1
s417279356,u339799217,1396160668,Java,JAVA,java,Accepted,40,16856,191,1/1
s417497819,u269308343,1441118740,Java,JAVA,java,Accepted,40,15016,453,1/1
s418249975,u515734537,1473402875,Java,JAVA,java,Compile Error,50,0,178,0/1
s418682949,u413996626,1309073726,Java,JAVA,java,Accepted,40,9372,125,
s419225951,u792386932,1498465271,Java,JAVA,java,Compile Error,10,0,203,0/1
s419351196,u400458488,1461253584,Java,JAVA,java,Compile Error,0,0,207,0/1
s419730274,u699160354,1514896663,Java,JAVA,java,Wrong Answer,70,24528,160,0/1
s420390065,u154230605,1444660396,Java,JAVA,java,Accepted,40,24180,168,1/1
s420454303,u460622516,1449022810,Java,JAVA,java,Accepted,40,24208,167,1/1
s420743569,u628463278,1563602640,Java,JAVA,java,Accepted,30,24092,231,1/1
s421718004,u367854289,1491802054,Java,JAVA,java,Accepted,40,24152,193,1/1
s423051630,u051654626,1496679819,Java,JAVA,java,Compile Error,40,0,214,0/1
s423167090,u220242928,1471583258,Java,JAVA,java,Wrong Answer,50,24164,194,0/1
s423681147,u870572999,1429853391,Java,JAVA,java,Accepted,40,16856,186,1/1
s423863909,u727466163,1442664157,Java,JAVA,java,Accepted,30,24172,206,1/1
s424093660,u093752431,1466604167,Java,JAVA,java,Accepted,30,24132,238,1/1
s424727721,u383876854,1404268402,Java,JAVA,java,Compile Error,150,0,249,0/1
s425621655,u489809100,1430736746,Java,JAVA,java,Time Limit Exceeded,20000,61892,182,0/1
s425684997,u914531543,1508203585,Java,JAVA,java,Compile Error,70,0,178,0/1
s425942592,u622375508,1484674690,Java,JAVA,java,Wrong Answer,30,24252,139,0/1
s426148852,u706566315,1474603671,Java,JAVA,java,Wrong Answer,40,24028,173,0/1
s426466927,u591220608,1494296585,Java,JAVA,java,WA: Presentation Error,40,24140,224,0/1
s426563013,u048020936,1340958010,Java,JAVA,java,Compile Error,80,0,211,0/1
s427566405,u333395475,1459262779,Java,JAVA,java,Compile Error,0,0,1013,0/1
s427704378,u048020936,1340958300,Java,JAVA,java,Compile Error,0,0,159,0/1
s428163085,u264450287,1594689118,Java,JAVA,java,Accepted,50,24116,361,1/1
s429015822,u551456712,1492211090,Java,JAVA,java,Accepted,110,30464,260,1/1
s429026537,u913266259,1329623294,Java,JAVA,java,Compile Error,180,0,136,
s429259174,u793590364,1505967134,Java,JAVA,java,Compile Error,50,0,210,0/1
